"Layer";"Node";"Label";"Degree";"DegreeIn";"DegreeOut";"Strength";"StrengthIn";"StrengthOut";"PageRank";"Eigenvector";"Hub";"Authority";"Katz";"Multiplexity";"Kcore"
"1";1;"NOS1";1;0;1;"-";"-";"-";0.0134012069812141;0;0;9.56553185977749e-18;0;"-";"-"
"1";2;"Ctbp1";3;1;2;"-";"-";"-";0.0247922329152461;0;2.48088440400578e-05;3.826212743911e-17;0.00028782577920537;"-";"-"
"1";3;"BAX";1;0;1;"-";"-";"-";0.0134012069812141;0;0;9.56553185977749e-18;0;"-";"-"
"1";4;"Bak1";1;1;0;"-";"-";"-";0.0247922329152461;0;0;4.78276592988875e-18;0.00028782577920537;"-";"-"
"1";5;"NCOA4";0;0;0;"-";"-";"-";0.0134012069812141;0;0;9.56553185977749e-18;0;"-";"-"
"1";6;"Nr3c1";5;1;4;"-";"-";"-";0.0247922329152461;0;0;5.7393191158665e-17;0.00028782577920537;"-";"-"
"1";7;"Bcar1";5;3;2;"-";"-";"-";0.0576112942794767;0.0050057609017476;1.16845921365855e-05;0.00104218390370346;0.00604023857300622;"-";"-"
"1";8;"Pik3r1";9;5;4;"-";"-";"-";0.106173676277379;0.0255176466970589;6.46080907636762e-06;0.00706192608271107;0.0283516840999779;"-";"-"
"1";9;"MAPKAPK2";0;0;0;"-";"-";"-";0.0134012069812141;0;0;9.56553185977749e-18;0;"-";"-"
"1";10;"Tsc2";4;2;2;"-";"-";"-";0.0286399400056048;0.0586480780737004;0.00131052584788954;1.78131940794987e-06;0.0589988056269579;"-";"-"
"1";11;"YWHAB";1;1;0;"-";"-";"-";0.0255731814835961;0.00895785795053793;0;0.00103382410568675;0.00929916344596314;"-";"-"
"1";12;"PTPN13";1;0;1;"-";"-";"-";0.0134012069812141;0;1.25739296335956e-06;9.56553185977749e-18;0;"-";"-"
"1";13;"Apc";9;5;4;"-";"-";"-";0.088690298221042;0.00927940409569585;6.53115257037576e-05;0.000760934238802527;0.0118251229378939;"-";"-"
"1";14;"Nos1";12;5;7;"-";"-";"-";0.0501674662029726;0.00913492746181;0.000434779362907513;0.0149939527850345;0.0110475862709125;"-";"-"
"1";15;"Sip1";0;0;0;"-";"-";"-";0.0134012069812141;0;0;9.56553185977749e-18;0;"-";"-"
"1";16;"Smad9";0;0;0;"-";"-";"-";0.0134012069812141;0;0;9.56553185977749e-18;0;"-";"-"
"1";17;"Picalm";0;0;0;"-";"-";"-";0.0134012069812141;0;0;9.56553185977749e-18;0;"-";"-"
"1";18;"Ehd2";1;0;1;"-";"-";"-";0.0134012069812141;0;0;9.56553185977749e-18;0;"-";"-"
"1";19;"Slc2a4";1;1;0;"-";"-";"-";0.0247922329152461;0;0;4.78276592988875e-18;0.00028782577920537;"-";"-"
