"Layer";"Node";"Label";"Strength";"StrengthIn";"StrengthOut";"Degree";"DegreeIn";"DegreeOut";"PageRank";"Eigenvector";"Hub";"Authority";"Katz";"Multiplexity";"Kcore"
"1-Multi";1;"NOS1";"-";"-";"-";1;0;1;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";2;"Ctbp1";"-";"-";"-";3;1;2;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";3;"BAX";"-";"-";"-";1;0;1;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";4;"Bak1";"-";"-";"-";1;1;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";5;"NCOA4";"-";"-";"-";1;0;1;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";6;"Nr3c1";"-";"-";"-";11;5;6;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";7;"Bcar1";"-";"-";"-";6;3;3;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";8;"Pik3r1";"-";"-";"-";11;6;5;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";9;"MAPKAPK2";"-";"-";"-";1;0;1;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";10;"Tsc2";"-";"-";"-";10;5;5;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";11;"YWHAB";"-";"-";"-";2;2;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";12;"PTPN13";"-";"-";"-";2;1;1;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";13;"Apc";"-";"-";"-";10;5;5;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";14;"Nos1";"-";"-";"-";12;5;7;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";15;"Sip1";"-";"-";"-";1;0;1;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";16;"Smad9";"-";"-";"-";1;1;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";17;"Picalm";"-";"-";"-";1;0;1;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";18;"Ehd2";"-";"-";"-";2;1;1;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";19;"Slc2a4";"-";"-";"-";1;1;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";20;"AATF";"-";"-";"-";2;1;1;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";21;"Tsg101";"-";"-";"-";3;2;1;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";22;"DYNLL1";"-";"-";"-";30;0;30;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";23;"Car1";"-";"-";"-";2;2;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";24;"Ldha";"-";"-";"-";3;3;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";25;"Aldoa";"-";"-";"-";4;4;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";26;"Mta1";"-";"-";"-";1;1;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";27;"Cacnb1";"-";"-";"-";2;1;1;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";28;"Glul";"-";"-";"-";2;2;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";29;"Actb";"-";"-";"-";13;13;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";30;"Actg1";"-";"-";"-";1;1;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";31;"Mdh1";"-";"-";"-";4;4;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";32;"Vim";"-";"-";"-";9;9;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";33;"LOC499110";"-";"-";"-";1;1;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";34;"Glud1";"-";"-";"-";1;1;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";35;"Tuba1a";"-";"-";"-";23;16;7;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";36;"Tubb2b";"-";"-";"-";5;5;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";37;"Gphn";"-";"-";"-";11;3;8;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";38;"Pfkp";"-";"-";"-";2;2;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";39;"Pfkm";"-";"-";"-";1;1;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";40;"Pard3";"-";"-";"-";5;1;4;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";41;"Map1lc3b";"-";"-";"-";2;2;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";42;"Dync1h1";"-";"-";"-";6;6;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";43;"Mastl";"-";"-";"-";1;1;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";44;"Dlg4";"-";"-";"-";21;15;6;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";45;"Dnm3";"-";"-";"-";2;2;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";46;"Grin2a";"-";"-";"-";7;5;2;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";47;"Mtr";"-";"-";"-";1;1;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";48;"Dnm2";"-";"-";"-";4;4;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";49;"Clip2";"-";"-";"-";1;1;0;"-";"-";"-";"-";"-";"-";"-"
"1-Multi";50;"Grin3a";"-";"-";"-";1;1;0;"-";"-";"-";"-";"-";"-";"-"
