Layer;Node;Label;Strength;StrengthIn;StrengthOut;Degree;DegreeIn;DegreeOut;PageRank;Eigenvector;Hub;Authority;Katz;Multiplexity;Kcore
1-Multi;1;soc-2;-;-;-;4;2;2;0.0782442510103862;1;NA;NA;NA;-;-
1-Multi;2;W07G4.5;-;-;-;4;4;0;0.0980078446136109;1;NA;NA;NA;-;-
1-Multi;3;let-60;-;-;-;142;9;133;0.0866152836229298;1;NA;NA;NA;-;-
1-Multi;4;gna-1;-;-;-;4;0;4;0.0780698571178466;1;NA;NA;NA;-;-
1-Multi;5;B0365.1;-;-;-;2;2;0;0.0818379324894987;1;NA;NA;NA;-;-
1-Multi;6;dlg-1;-;-;-;8;5;3;0.0900473925211585;1;NA;NA;NA;-;-
1-Multi;7;pal-1;-;-;-;72;72;0;0.33553951556064;1;NA;NA;NA;-;-
1-Multi;8;W02G9.3;-;-;-;49;49;0;0.307919603885835;1;NA;NA;NA;-;-
1-Multi;9;crm-1;-;-;-;43;5;38;0.0857275415152655;1;NA;NA;NA;-;-
1-Multi;10;B0507.1;-;-;-;12;3;9;0.0803254580418959;1;NA;NA;NA;-;-
1-Multi;11;tyr-1;-;-;-;2;2;0;0.0798743025295095;1;NA;NA;NA;-;-
1-Multi;12;tyr-4;-;-;-;3;3;0;0.0813809585330562;1;NA;NA;NA;-;-
1-Multi;13;ppn-1;-;-;-;13;11;2;0.0958378634034549;1;NA;NA;NA;-;-
1-Multi;14;C54D2.2;-;-;-;1;1;0;0.0785321973326681;1;NA;NA;NA;-;-
1-Multi;15;adt-2;-;-;-;2;2;0;0.0792194683993921;1;NA;NA;NA;-;-
1-Multi;16;F16B4.5;-;-;-;1;1;0;0.0785321973326679;1;NA;NA;NA;-;-
1-Multi;17;F23B12.4;-;-;-;1;1;0;0.0785321973326679;1;NA;NA;NA;-;-
1-Multi;18;F29G6.3;-;-;-;12;12;0;0.0927755878388654;1;NA;NA;NA;-;-
1-Multi;19;F30H5.3;-;-;-;9;9;0;0.0877015896650986;1;NA;NA;NA;-;-
1-Multi;20;elo-6;-;-;-;1;1;0;0.0785321973326679;1;NA;NA;NA;-;-
1-Multi;21;F42D1.2;-;-;-;4;4;0;0.0818747290066436;1;NA;NA;NA;-;-
1-Multi;22;lon-1;-;-;-;3;3;0;0.0817902188309154;1;NA;NA;NA;-;-
1-Multi;23;F53A9.1;-;-;-;1;1;0;0.0785321973326679;1;NA;NA;NA;-;-
1-Multi;24;F53A9.2;-;-;-;1;1;0;0.0785321973326679;1;NA;NA;NA;-;-
1-Multi;25;F54A3.1;-;-;-;1;1;0;0.0785321973326679;1;NA;NA;NA;-;-
1-Multi;26;F54B11.7;-;-;-;8;8;0;0.0866909224136469;1;NA;NA;NA;-;-
1-Multi;27;F56B3.2;-;-;-;2;2;0;0.0796381869751716;1;NA;NA;NA;-;-
1-Multi;28;F58E6.3;-;-;-;2;2;0;0.080718128238817;1;NA;NA;NA;-;-
1-Multi;29;K07C11.7;-;-;-;1;1;0;0.0785321973326679;1;NA;NA;NA;-;-
1-Multi;30;K08E7.5;-;-;-;6;6;0;0.0829584083297164;1;NA;NA;NA;-;-
1-Multi;31;R02F11.1;-;-;-;22;3;19;0.0805598450105907;1;NA;NA;NA;-;-
1-Multi;32;R05G6.7;-;-;-;3;3;0;0.0900344896146769;1;NA;NA;NA;-;-
1-Multi;33;T01B7.8;-;-;-;7;2;5;0.0789745931896694;1;NA;NA;NA;-;-
1-Multi;34;act-1;-;-;-;11;9;2;0.138238727504625;1;NA;NA;NA;-;-
1-Multi;35;T21B6.3;-;-;-;14;14;0;0.0960321840714688;1;NA;NA;NA;-;-
1-Multi;36;T21D12.11;-;-;-;2;2;0;0.0799146843857976;1;NA;NA;NA;-;-
1-Multi;37;T22F7.3;-;-;-;1;1;0;0.0785321973326679;1;NA;NA;NA;-;-
1-Multi;38;scrm-1;-;-;-;22;11;11;0.0968794914015768;1;NA;NA;NA;-;-
1-Multi;39;W03G1.5;-;-;-;7;7;0;0.0881550041828758;1;NA;NA;NA;-;-
1-Multi;40;Y39B6A.1;-;-;-;33;33;0;0.184627805027817;1;NA;NA;NA;-;-
1-Multi;41;Y64G10A.7;-;-;-;2;2;0;0.07865373465602;1;NA;NA;NA;-;-
1-Multi;42;Y69H2.10;-;-;-;1;1;0;0.0785321973326679;1;NA;NA;NA;-;-
1-Multi;43;Y69H2.3;-;-;-;13;13;0;0.0921365387485115;1;NA;NA;NA;-;-
1-Multi;44;rps-7;-;-;-;6;5;1;0.0925202982268611;1;NA;NA;NA;-;-
1-Multi;45;pqn-95;-;-;-;17;8;9;0.0889090228746503;1;NA;NA;NA;-;-
1-Multi;46;ZK849.1;-;-;-;51;10;41;0.0982089363068546;1;NA;NA;NA;-;-
1-Multi;47;casy-1;-;-;-;2;0;2;0.0780698571178579;1;NA;NA;NA;-;-
1-Multi;48;C17F4.7;-;-;-;1;1;0;0.083599805330371;1;NA;NA;NA;-;-
1-Multi;49;sgt-1;-;-;-;35;35;0;0.270100171337202;1;NA;NA;NA;-;-
1-Multi;50;dnj-2;-;-;-;2;0;2;0.0780698571178579;1;NA;NA;NA;-;-
