"Layer";"Node";"Label";"Strength";"StrengthIn";"StrengthOut";"Degree";"DegreeIn";"DegreeOut";"PageRank";"Eigenvector";"Hub";"Authority";"Katz";"Multiplexity";"Kcore"
"1-Multi";1;"HCVgp1";"-";"-";"-";124;0;124;0.779220779220773;0;1;-3.20191350788647e-15;NA;"-";"-"
"1-Multi";2;"NPM1";"-";"-";"-";3;3;0;0.897539463774361;0;3.22795183845111e-17;1;NA;"-";"-"
"1-Multi";3;"YY1";"-";"-";"-";3;3;0;0.897539463774387;0;3.22795183845111e-17;1;NA;"-";"-"
"1-Multi";4;"EP300";"-";"-";"-";2;2;0;0.787149853384762;0;3.22795183845111e-17;1;NA;"-";"-"
"1-Multi";5;"UBE3A";"-";"-";"-";2;2;0;0.787149853384762;0;3.22795183845111e-17;1;NA;"-";"-"
"1-Multi";6;"PSME3";"-";"-";"-";2;2;0;0.787149853384762;0;3.22795183845111e-17;1;NA;"-";"-"
"1-Multi";7;"UBC";"-";"-";"-";2;2;0;0.787149853384762;0;3.22795183845111e-17;1;NA;"-";"-"
"1-Multi";8;"HIST2H2BE";"-";"-";"-";1;1;0;0.784355179704013;0;3.22795183845111e-17;2.79162075970923e-15;NA;"-";"-"
"1-Multi";9;"UBQLN1";"-";"-";"-";2;2;0;0.787149853384762;0;3.22795183845111e-17;1;NA;"-";"-"
"1-Multi";10;"PSMA3";"-";"-";"-";1;0;1;0.779220779220775;0;8.81400578998589e-17;-3.20191350788647e-15;NA;"-";"-"
"1-Multi";11;"HCVgp2";"-";"-";"-";1;1;0;1;0;3.22795183845111e-17;-2.99778371395575e-15;NA;"-";"-"
"1-Multi";12;"AMPH";"-";"-";"-";1;1;0;0.782015452901525;0;3.22795183845111e-17;0.999999999999994;NA;"-";"-"
"1-Multi";13;"SRC";"-";"-";"-";1;1;0;0.782015452901525;0;3.22795183845111e-17;0.999999999999994;NA;"-";"-"
"1-Multi";14;"CHMP4B";"-";"-";"-";1;1;0;0.782015452901525;0;3.22795183845111e-17;0.999999999999994;NA;"-";"-"
"1-Multi";15;"PSMB8";"-";"-";"-";1;1;0;0.782015452901525;0;3.22795183845111e-17;0.999999999999994;NA;"-";"-"
"1-Multi";16;"PSMA4";"-";"-";"-";1;1;0;0.782015452901525;0;3.22795183845111e-17;0.999999999999994;NA;"-";"-"
"1-Multi";17;"TNFRSF1A";"-";"-";"-";1;1;0;0.782015452901525;0;3.22795183845111e-17;0.999999999999994;NA;"-";"-"
"1-Multi";18;"TRAF2";"-";"-";"-";1;1;0;0.782015452901525;0;3.22795183845111e-17;0.999999999999994;NA;"-";"-"
"1-Multi";19;"FBXL2";"-";"-";"-";2;2;0;0.787149853384762;0;3.22795183845111e-17;1;NA;"-";"-"
"1-Multi";20;"OAS1";"-";"-";"-";1;1;0;0.784355179704013;0;3.22795183845111e-17;2.79162075970923e-15;NA;"-";"-"
"1-Multi";21;"ALDH9A1";"-";"-";"-";1;1;0;0.784355179704013;0;3.22795183845111e-17;2.79162075970923e-15;NA;"-";"-"
"1-Multi";22;"JUN";"-";"-";"-";2;2;0;0.787149853384762;0;3.22795183845111e-17;1;NA;"-";"-"
"1-Multi";23;"BIN1";"-";"-";"-";2;2;0;0.787149853384762;0;3.22795183845111e-17;1;NA;"-";"-"
"1-Multi";24;"Tp53";"-";"-";"-";1;1;0;0.784355179704013;0;3.22795183845111e-17;2.79162075970923e-15;NA;"-";"-"
"1-Multi";25;"Tbp";"-";"-";"-";1;1;0;0.784355179704013;0;3.22795183845111e-17;2.79162075970923e-15;NA;"-";"-"
"1-Multi";26;"TBP";"-";"-";"-";2;2;0;0.787149853384762;0;3.22795183845111e-17;1;NA;"-";"-"
"1-Multi";27;"TP53";"-";"-";"-";2;2;0;0.787149853384762;0;3.22795183845111e-17;1;NA;"-";"-"
"1-Multi";28;"FKBP8";"-";"-";"-";2;2;0;0.787149853384762;0;3.22795183845111e-17;1;NA;"-";"-"
"1-Multi";29;"SORBS2";"-";"-";"-";1;1;0;0.782015452901525;0;3.22795183845111e-17;0.999999999999994;NA;"-";"-"
"1-Multi";30;"CALCOCO2";"-";"-";"-";1;1;0;0.782015452901525;0;3.22795183845111e-17;0.999999999999994;NA;"-";"-"
"1-Multi";31;"MOB1A";"-";"-";"-";2;2;0;0.787149853384762;0;3.22795183845111e-17;1;NA;"-";"-"
"1-Multi";32;"EFEMP1";"-";"-";"-";2;2;0;0.787149853384762;0;3.22795183845111e-17;1;NA;"-";"-"
"1-Multi";33;"PSMB9";"-";"-";"-";2;2;0;0.787149853384762;0;3.22795183845111e-17;1;NA;"-";"-"
"1-Multi";34;"RASAL2";"-";"-";"-";1;1;0;0.782015452901525;0;3.22795183845111e-17;0.999999999999994;NA;"-";"-"
"1-Multi";35;"ACTN1";"-";"-";"-";1;1;0;0.784355179704013;0;3.22795183845111e-17;2.85329499776828e-15;NA;"-";"-"
"1-Multi";36;"FBLN2";"-";"-";"-";1;1;0;0.784355179704013;0;3.22795183845111e-17;2.88413211679781e-15;NA;"-";"-"
"1-Multi";37;"FBLN5";"-";"-";"-";1;1;0;0.784355179704013;0;3.22795183845111e-17;2.88413211679781e-15;NA;"-";"-"
"1-Multi";38;"FTH1";"-";"-";"-";1;1;0;0.784355179704013;0;3.22795183845111e-17;2.88413211679781e-15;NA;"-";"-"
"1-Multi";39;"HIVEP2";"-";"-";"-";1;1;0;0.784355179704013;0;3.22795183845111e-17;2.88413211679781e-15;NA;"-";"-"
"1-Multi";40;"HOXD8";"-";"-";"-";1;1;0;0.784355179704013;0;3.22795183845111e-17;2.88413211679781e-15;NA;"-";"-"
"1-Multi";41;"LTBP4";"-";"-";"-";1;1;0;0.784355179704013;0;3.22795183845111e-17;2.88413211679781e-15;NA;"-";"-"
"1-Multi";42;"MAGED1";"-";"-";"-";1;1;0;0.784355179704013;0;3.22795183845111e-17;2.88413211679781e-15;NA;"-";"-"
"1-Multi";43;"NAP1L1";"-";"-";"-";2;2;0;0.787149853384762;0;3.22795183845111e-17;1;NA;"-";"-"
