"Layer";"Node";"Label";"Degree";"DegreeIn";"DegreeOut";"Strength";"StrengthIn";"StrengthOut";"PageRank";"Eigenvector";"Hub";"Authority";"Katz";"Multiplexity";"Kcore"
"1";1;"vpr";87;13;74;"-";"-";"-";0.581266183714764;0.460803375043764;0.0389498505601885;0.0372478908224392;0.448238912093052;"-";"-"
"1";2;"SF3B2";1;1;0;"-";"-";"-";0.0518596461697471;0.106406985729241;6.11008749661635e-18;0.0352105701262474;0.111807589925079;"-";"-"
"1";3;"tat";88;22;66;"-";"-";"-";1;0.431011478652514;0.0213795917704397;0.000703382911668307;1;"-";"-"
"1";4;"CCNT1";2;1;1;"-";"-";"-";0.0580617278841501;0.0995275528391289;3.5465085972497e-06;0.0193270989355996;0.239216915190866;"-";"-"
"1";5;"SMARCA4";1;1;0;"-";"-";"-";0.0580617278842438;0.0995275528391288;6.11008749661635e-18;0.0193270989355996;0.239216915190866;"-";"-"
"1";6;"SMARCB1";2;1;1;"-";"-";"-";0.0580617278841501;0.0995275528391289;3.5465085972497e-06;0.0193270989355996;0.239216915190866;"-";"-"
"1";7;"WDR5";0;0;0;"-";"-";"-";0.0451829400054559;2.17627487434076e-17;6.11008749661635e-18;1.75315242689065e-17;0;"-";"-"
"1";8;"SUPT16H";1;1;0;"-";"-";"-";0.0454228181882413;0.0320680500826759;6.11008749661635e-18;0.903997566610303;0.0431471848172897;"-";"-"
"1";9;"ACTL6A";0;0;0;"-";"-";"-";0.0451829400054559;2.17627487434076e-17;6.11008749661635e-18;1.75315242689065e-17;0;"-";"-"
"1";10;"SMARCA5";1;1;0;"-";"-";"-";0.0518596461697471;0.106406985729241;6.11008749661635e-18;0.0352105701262474;0.111807589925079;"-";"-"
"1";11;"HDAC1";0;0;0;"-";"-";"-";0.0451829400054559;2.17627487434076e-17;6.11008749661635e-18;1.75315242689065e-17;0;"-";"-"
"1";12;"RBBP7";1;1;0;"-";"-";"-";0.0518596461697471;0.106406985729241;6.11008749661635e-18;0.0352105701262474;0.111807589925079;"-";"-"
"1";13;"RBBP4";0;0;0;"-";"-";"-";0.0451829400054559;2.17627487434076e-17;6.11008749661635e-18;1.75315242689065e-17;0;"-";"-"
"1";14;"SAP18";0;0;0;"-";"-";"-";0.0451829400054559;2.17627487434076e-17;6.11008749661635e-18;1.75315242689065e-17;0;"-";"-"
"1";15;"SIN3A";0;0;0;"-";"-";"-";0.0451829400054559;2.17627487434076e-17;6.11008749661635e-18;1.75315242689065e-17;0;"-";"-"
