"Layer";"Node";"Label";"Strength";"StrengthIn";"StrengthOut";"Degree";"DegreeIn";"DegreeOut";"PageRank";"Eigenvector";"Hub";"Authority";"Katz";"Multiplexity";"Kcore"
"1-Multi";1;"vpr";"-";"-";"-";112;17;95;0.414256293388715;1;1.99709659369414e-05;1.86218320557015e-05;0.930176345713141;"-";"-"
"1-Multi";2;"SF3B2";"-";"-";"-";3;2;1;0.10962426627435;1;8.42072580900155e-08;1.83892185301091e-05;4.01806182092372e-06;"-";"-"
"1-Multi";3;"tat";"-";"-";"-";355;48;307;0.953176971972246;1;1;1;0.0373880933934109;"-";"-"
"1-Multi";4;"CCNT1";"-";"-";"-";6;2;4;0.106678703284419;1;0.00452196417727326;0.920797652870268;0.00863588367853929;"-";"-"
"1-Multi";5;"SMARCA4";"-";"-";"-";3;2;1;0.106678703284509;1;0.00452196417727017;0.920797652870268;4.15721075371606e-05;"-";"-"
"1-Multi";6;"SMARCB1";"-";"-";"-";5;3;2;0.109857878545488;1;0.00452196417727272;0.937860560746413;0.00863561883635547;"-";"-"
"1-Multi";7;"WDR5";"-";"-";"-";1;1;0;0.100992087859213;1;-2.66703875596105e-16;0.920797652870298;2.57053902437695e-06;"-";"-"
"1-Multi";8;"SUPT16H";"-";"-";"-";2;2;0;0.101098005821926;1;-2.66703875596105e-16;0.920797652869671;2.57053902437695e-06;"-";"-"
"1-Multi";9;"ACTL6A";"-";"-";"-";1;1;0;0.100992087859204;1;-2.66703875596105e-16;0.920797652870298;2.57053902437695e-06;"-";"-"
"1-Multi";10;"SMARCA5";"-";"-";"-";2;2;0;0.103940180538503;1;-2.66703875596105e-16;0.920797652870278;2.57053902437695e-06;"-";"-"
"1-Multi";11;"HDAC1";"-";"-";"-";2;2;0;0.102876299885557;1;-2.66703875596105e-16;0.920797652870275;2.57053902437695e-06;"-";"-"
"1-Multi";12;"RBBP7";"-";"-";"-";3;3;0;0.105824392564855;1;-2.66703875596105e-16;0.920797652870254;2.57053902437695e-06;"-";"-"
"1-Multi";13;"RBBP4";"-";"-";"-";1;1;0;0.100992087859205;1;-2.66703875596105e-16;0.920797652870298;2.57053902437695e-06;"-";"-"
"1-Multi";14;"SAP18";"-";"-";"-";1;1;0;0.100992087859205;1;-2.66703875596105e-16;0.920797652870298;2.57053902437695e-06;"-";"-"
"1-Multi";15;"SIN3A";"-";"-";"-";1;1;0;0.100992087859205;1;-2.66703875596105e-16;0.920797652870298;2.57053902437695e-06;"-";"-"
"1-Multi";16;"IKZF1";"-";"-";"-";1;1;0;0.100992087859205;1;-2.66703875596105e-16;0.920797652870298;2.57053902437695e-06;"-";"-"
"1-Multi";17;"MTA1";"-";"-";"-";1;1;0;0.100992087859205;1;-2.66703875596105e-16;0.920797652870298;2.57053902437695e-06;"-";"-"
"1-Multi";18;"CDK9";"-";"-";"-";5;3;2;0.111874407703442;1;0.00452196417727272;0.920797652870245;0.00863561883635547;"-";"-"
"1-Multi";19;"H2AFX";"-";"-";"-";2;2;0;0.102876299885557;1;-2.66703875596105e-16;0.920797652870275;2.57053902437695e-06;"-";"-"
"1-Multi";20;"CREBBP";"-";"-";"-";5;2;3;0.106678703284435;1;0.00452196417727372;0.920797652870268;0.00863573755101289;"-";"-"
"1-Multi";21;"IRF1";"-";"-";"-";4;2;2;0.106678703284435;1;0.00452196417727272;0.920797652870268;0.00863561883635547;"-";"-"
"1-Multi";22;"env";"-";"-";"-";157;12;145;0.277623028965792;1;5.36011869448105e-09;-1.19565041953656e-14;0.0216504952569871;"-";"-"
"1-Multi";23;"CD4";"-";"-";"-";10;4;6;0.129675497103198;1;6.11850668731602e-15;1.17052462335526e-06;0.0936770310632476;"-";"-"
"1-Multi";24;"gag-pol";"-";"-";"-";155;20;135;0.601509830957274;1;0.0185305727301098;0.0215862463358392;0.251258136073536;"-";"-"
"1-Multi";25;"SP1";"-";"-";"-";2;2;0;0.106678703284435;1;-2.66703875596105e-16;0.920797652870268;2.57053902437695e-06;"-";"-"
"1-Multi";26;"FN1";"-";"-";"-";1;1;0;0.124907630174988;1;-2.66703875596105e-16;4.93552395186987e-09;2.57053902437695e-06;"-";"-"
"1-Multi";27;"TAR";"-";"-";"-";1;0;1;0.0997524013950866;1;0.00452196417727017;3.5531577461478e-14;4.15721075371606e-05;"-";"-"
"1-Multi";28;"gag";"-";"-";"-";111;40;71;1;1;0.000246068963685909;0.000264708846196609;0.208685608293879;"-";"-"
"1-Multi";29;"EED";"-";"-";"-";3;2;1;0.136487984415112;1;1.19700392242999e-06;0.0172894876003583;4.68767022723189e-06;"-";"-"
"1-Multi";30;"CD59";"-";"-";"-";2;0;2;0.0997524013950866;1;1.8956955912346e-15;3.5531577461478e-14;2.96612586761086e-06;"-";"-"
"1-Multi";31;"THY1";"-";"-";"-";2;0;2;0.0997524013950866;1;1.8956955912346e-15;3.5531577461478e-14;2.96612586761086e-06;"-";"-"
"1-Multi";32;"CD63";"-";"-";"-";3;1;2;0.145283932283591;1;1.8956955912346e-15;2.94095793359468e-14;2.96612586761086e-06;"-";"-"
"1-Multi";33;"nef";"-";"-";"-";85;15;70;0.328109896349304;1;1.26584718434931e-06;-1.28200239760876e-14;0.0584349060890172;"-";"-"
"1-Multi";34;"AP1M1";"-";"-";"-";2;2;0;0.103065327530834;1;-2.66703875596105e-16;1.16558916479038e-06;2.57053902437695e-06;"-";"-"
"1-Multi";35;"AP3M1";"-";"-";"-";1;1;0;0.102779136105627;1;-2.66703875596105e-16;1.165589105103e-06;2.57053902437695e-06;"-";"-"
"1-Multi";36;"CD247";"-";"-";"-";2;0;2;0.0997524013950866;1;2.69587218686757e-15;3.5531577461478e-14;4.88025387423489e-06;"-";"-"
"1-Multi";37;"vpu";"-";"-";"-";76;13;63;0.562007499991983;1;1.20876223514089e-14;-4.22740784188842e-14;0.384011499343436;"-";"-"
"1-Multi";38;"BST2";"-";"-";"-";3;1;2;0.101207342187553;1;2.09010766998658e-15;4.46217371048178e-15;0.0886758216826706;"-";"-"
"1-Multi";39;"rev";"-";"-";"-";228;2;226;0.109724146772485;1;0.0042889045629221;0.00394921325430092;0.114605306930008;"-";"-"
"1-Multi";40;"EIF2C2";"-";"-";"-";1;0;1;0.0997524013950866;1;1.19700392242999e-06;3.5531577461478e-14;4.68767022723189e-06;"-";"-"
"1-Multi";41;"DDX6";"-";"-";"-";4;3;1;0.131385376991468;1;1.19700392242999e-06;2.06246000729404e-06;4.68767022723189e-06;"-";"-"
"1-Multi";42;"APOBEC3G";"-";"-";"-";5;2;3;0.131099185566255;1;2.28576728340207e-06;2.06245994660854e-06;0.230918119116853;"-";"-"
"1-Multi";43;"Siglec1";"-";"-";"-";1;0;1;0.0997524013950866;1;1.19700392242989e-06;3.5531577461478e-14;4.68767022723189e-06;"-";"-"
"1-Multi";44;"HCK";"-";"-";"-";3;1;2;0.102779136105627;1;2.34354892113298e-15;1.165589105103e-06;0.0134955663980906;"-";"-"
