"Layer";"Node";"Label";"Degree";"DegreeIn";"DegreeOut";"Strength";"StrengthIn";"StrengthOut";"PageRank";"Eigenvector";"Hub";"Authority";"Katz";"Multiplexity";"Kcore"
"1";1;"abbeyroad";0;0;0;"-";"-";"-";0.0542641436719293;0.0249494164229072;2.20268576696658e-17;2.20268576696658e-17;0;"-";"-"
"1";2;"westham";4;4;4;"-";"-";"-";0.587744274464562;0.0426657131838554;0.00155228491967653;0.00155228491967653;0.455353090754603;"-";"-"
"1";3;"actoncentral";0;0;0;"-";"-";"-";0.0542641436719293;0.0249494164229072;2.20268576696658e-17;2.20268576696658e-17;0;"-";"-"
"1";4;"willesdenjunction";2;2;2;"-";"-";"-";0.359023983372438;0;6.40110554132534e-07;6.40110554132534e-07;0.0776899311696958;"-";"-"
"1";5;"actontown";4;4;4;"-";"-";"-";0.620510536433644;0.0301736272975331;3.51214113285281e-06;3.51214113285281e-06;0.303264280981287;"-";"-"
"1";6;"chiswickpark";2;2;2;"-";"-";"-";0.265281749270782;0.0180916564342121;3.09149619003356e-06;3.09149619003356e-06;0.151361640581574;"-";"-"
"1";7;"turnhamgreen";5;5;5;"-";"-";"-";0.620769496502095;0.0232312773955846;1.55028965798763e-05;1.55028965798763e-05;0.293495350047735;"-";"-"
"1";8;"aldgate";2;2;2;"-";"-";"-";0.265037996673355;0.146301509427005;0.117159945968047;0.117159945968047;-1.2450912936655;"-";"-"
"1";9;"liverpoolstreet";5;5;5;"-";"-";"-";0.637164481581263;0.395791049756342;0.342949303391924;0.342949303391924;-3.88465006913172;"-";"-"
"1";10;"aldgateeast";3;3;3;"-";"-";"-";0.347921620197081;0.100919083185677;0.0703649806664867;0.0703649806664867;-0.580739761687819;"-";"-"
"1";11;"whitechapel";2;2;2;"-";"-";"-";0.354311411039369;0.0575648847486287;0.0275624526709842;0.0275624526709842;-0.029735559602851;"-";"-"
"1";12;"allsaints";0;0;0;"-";"-";"-";0.0542641436719293;0.0249494164229072;2.20268576696658e-17;2.20268576696658e-17;0;"-";"-"
"1";13;"poplar";0;0;0;"-";"-";"-";0.0542641436719293;0.0249494164229072;2.20268576696658e-17;2.20268576696658e-17;0;"-";"-"
"1";14;"alperton";2;2;2;"-";"-";"-";0.33319768423641;0;7.03639103254214e-09;7.03639103254214e-09;0.0786492719435085;"-";"-"
"1";15;"parkroyal";2;2;2;"-";"-";"-";0.324589862120505;5.64383323364521e-05;3.4040283244501e-08;3.4040283244501e-08;0.0825115164249307;"-";"-"
"1";16;"amersham";1;1;1;"-";"-";"-";0.221500403297773;0;5.81582005729876e-12;5.81582005729876e-12;0.0435979613706098;"-";"-"
"1";17;"chalfont&latimer";3;3;3;"-";"-";"-";0.59024562221019;0;3.57716547890771e-11;3.57716547890771e-11;0.106167434598048;"-";"-"
"1";18;"anerley";0;0;0;"-";"-";"-";0.0542641436719293;0.0249494164229072;2.20268576696658e-17;2.20268576696658e-17;0;"-";"-"
"1";19;"norwoodjunction";0;0;0;"-";"-";"-";0.0542641436719293;0.0249494164229072;2.20268576696658e-17;2.20268576696658e-17;0;"-";"-"
