"";"Layer";"Node";"p=0.05";"p=0.1";"p=0.14";"p=0.19";"p=0.24";"p=0.29";"p=0.33";"p=0.38";"p=0.43";"p=0.48";"p=0.52";"p=0.57";"p=0.62";"p=0.67";"p=0.71";"p=0.76";"p=0.81";"p=0.86";"p=0.9";"p=0.95"
"1";1;1;0,752061051634888;0,784750816148234;0,815553803188356;0,861616374202845;0,918879138866967;0,991837937068941;1;1;1;1;1;1;1;1;1;1;1;0,229904983760553;1e-04;1e-04
"2";1;2;0,597061289114785;0,626845161515346;0,655015767158761;0,697322903320003;0,750200230107005;0,817989961620995;0,888586383041497;1;1;1;1;1;1;1;1;1;1;0,34088210603924;1e-04;1e-04
"3";1;3;0,587383567235217;0,61698547798679;0,644991252666518;0,687063243430274;0,739665989471263;0,807132093413881;0,877428392298966;1;1;1;1;1;1;1;1;1;1;0,347803708851953;1e-04;1e-04
"4";1;4;0,55835978920905;0,587415471311351;0,614926445352759;0,656292567923473;0,708071078994021;0,77456573696878;0,843961129290069;1;1;1;1;1;1;1;1;1;1;0,368554606193976;1e-04;1e-04
"5";1;5;0,558359789209049;0,587415471311349;0,614926445352761;0,656292567923471;0,708071078994021;0,77456573696878;0,843961129290069;1;1;1;1;1;1;1;1;1;1;0,368554606193976;1e-04;1e-04
"6";1;6;0,558075354110001;0,587115400009332;0,614612593967887;0,655959646928637;0,707716694928606;0,774187050593462;0,843560519159419;1;1;1;1;1;1;1;1;1;1;0,366585286187391;1e-04;0,612302046337806
"7";1;7;0,587383567235215;0,616985477986786;0,64499125266652;0,68706324343027;0,739665989471265;0,807132093413879;0,877428392298964;1;1;1;1;1;1;1;1;1;1;0,347803708851953;1e-04;1e-04
"8";1;8;0,587383567235214;0,616985477986786;0,644991252666522;0,68706324343027;0,739665989471267;0,807132093413879;0,877428392298963;1;1;1;1;1;1;1;1;1;1;0,347803708851952;1e-04;1e-04
"9";1;9;0,58719643385896;0,616787708983273;0,644784111360557;0,686843133540498;0,739431285080977;0,806880865911674;0,877161495124695;1;1;1;1;1;1;1;1;1;1;0,346473484674355;1e-04;1e-04
"10";1;10;0,558359789209045;0,587415471311346;0,614926445352764;0,656292567923469;0,708071078994022;0,774565736968778;0,843961129290068;1;1;1;1;1;1;1;1;1;1;0,368554606193976;1e-04;1e-04
"11";1;11;0,558088902066674;0,587128560042473;0,614625408821615;0,655971980268355;0,70772848286259;0,774198219372444;0,84356984771831;1;1;1;1;1;1;1;1;1;1;0,36656779505274;1e-04;1e-04
"12";1;12;0,616420961129313;0,646568604282168;0,675068735317126;0,717845970670239;0,771272240461558;0,839708977378547;0,910905405358293;1;1;1;1;1;1;1;1;1;1;0,32703263426889;1e-04;1e-04
"13";1;13;0,558077035398866;0,587117041191977;0,614614199528208;0,655961202947703;0,707718195127911;0,774188487952791;0,843561896306008;1;1;1;1;1;1;1;1;1;1;0,366584308572312;1e-04;1e-04
"14";1;14;0,597061289114778;0,626845161515338;0,655015767158766;0,697322903319997;0,75020023010701;0,817989961620992;0,888586383041492;1;1;1;1;1;1;1;1;1;1;0,340882106039239;1e-04;1e-04
"15";1;15;0,597061289114778;0,626845161515338;0,655015767158766;0,697322903319997;0,750200230107011;0,817989961620992;0,888586383041492;1;1;1;1;1;1;1;1;1;1;0,34088210603924;1e-04;1e-04
"16";1;16;0,596873031394215;0,626646282457375;0,654807529555316;0,697101717897654;0,749964475858759;0,817737716139067;0,888318518341914;1;1;1;1;1;1;1;1;1;1;0,33955137933375;1e-04;1e-04
"17";1;17;0,597061289114778;0,626845161515338;0,655015767158765;0,697322903319998;0,750200230107011;0,817989961620993;0,888586383041491;1;1;1;1;1;1;1;1;1;1;0,340882106039239;1e-04;1e-04
"18";1;18;0,558359789209047;0,587415471311345;0,614926445352761;0,656292567923471;0,708071078994026;0,77456573696878;0,843961129290064;1;1;1;1;1;1;1;1;1;1;0,368554606193977;1e-04;1e-04
"19";1;19;0,558088902066675;0,587128560042473;0,614625408821613;0,655971980268357;0,707728482862593;0,774198219372446;0,843569847718308;1;1;1;1;1;1;1;1;1;1;0,366567795052742;1e-04;1e-04
"20";1;20;0,616420961129315;0,646568604282168;0,675068735317124;0,717845970670241;0,771272240461562;0,839708977378549;0,91090540535829;1;1;1;1;1;1;1;1;1;1;0,327032634268892;1e-04;1e-04
"21";2;1;0,673737377471152;0,704950112407033;0,734415243027659;0,778569422619607;0,833603972814779;0,903936798951404;0,976892472700278;1;1;1;1;1;1;1;1;1;1;0,283142765949277;1e-04;1e-04
"22";2;2;0,680914220947485;0,71226150186549;0,741848517808679;0,786176587460203;0,841414205476911;0,911986393054378;0,985164029155443;1;1;1;1;1;1;1;1;1;1;0,278008172719265;1e-04;1e-04
"23";2;3;0,680914220947485;0,71226150186549;0,741848517808679;0,786176587460203;0,841414205476911;0,911986393054379;0,985164029155444;1;1;1;1;1;1;1;1;1;1;0,278008172719265;1e-04;1e-04
"24";2;4;0,658830968986594;0,689764148886957;0,718976030719012;0,762768908830711;0,817381534690937;0,887217029724814;0,959711521081545;1;1;1;1;1;1;1;1;1;1;0,293805446093232;1e-04;1e-04
"25";2;5;0,680914220947485;0,71226150186549;0,741848517808678;0,786176587460203;0,841414205476912;0,911986393054379;0,985164029155443;1;1;1;1;1;1;1;1;1;1;0,278008172719265;1e-04;1e-04
"26";2;6;0,666473695425968;0,697550225398517;0,726891967932798;0,770870113765072;0,825699093186508;0,895789608295389;0,968520583857757;1;1;1;1;1;1;1;1;1;1;0,288338890302926;1e-04;1e-04
"27";2;7;0,680914220947485;0,712261501865489;0,741848517808678;0,786176587460203;0,841414205476912;0,911986393054379;0,985164029155444;1;1;1;1;1;1;1;1;1;1;0,278008172719265;1e-04;1e-04
