"Layer";"Node";"Label";"Degree";"DegreeIn";"DegreeOut";"Strength";"StrengthIn";"StrengthOut";"PageRank";"Eigenvector";"Hub";"Authority";"Katz";"Multiplexity";"Kcore"
"1";1;"V1";4;4;0;"-";"-";"-";1;0;0;1;1;"-";"-"
"1";2;"V2";1;1;0;"-";"-";"-";0.426452886388555;0;0;3.10316769155909e-17;0.190476734694525;"-";"-"
"1";3;"V3";1;1;0;"-";"-";"-";0.402914902399576;0;0;3.10316769155909e-17;0.190476734694525;"-";"-"
"1";4;"V4";0;0;0;"-";"-";"-";0.33230095043264;0;0;1.55158384577955e-17;0;"-";"-"
"1";5;"V5";0;0;0;"-";"-";"-";0.33230095043264;0;0;1.55158384577955e-17;0;"-";"-"
"1";6;"V6";4;0;4;"-";"-";"-";0.33230095043264;0;3.33066907387547e-16;6.20633538311818e-17;0;"-";"-"
"1";7;"V7";1;1;0;"-";"-";"-";0.402914902399576;0;0;3.10316769155909e-17;0.190476734694525;"-";"-"
"1";8;"V8";1;1;0;"-";"-";"-";0.402914902399576;0;0;3.10316769155909e-17;0.190476734694525;"-";"-"
"1";9;"V9";3;1;2;"-";"-";"-";0.402914902399576;0;1;1.24126707662364e-16;0.190476734694525;"-";"-"
"1";10;"V10";0;0;0;"-";"-";"-";0.33230095043264;0;0;1.55158384577955e-17;0;"-";"-"
"1";11;"V11";2;0;2;"-";"-";"-";0.33230095043264;0;1;3.10316769155909e-17;0;"-";"-"
"1";12;"V12";1;1;0;"-";"-";"-";0.473528854366512;0;0;0.25;0.190476734694525;"-";"-"
"1";13;"V13";3;0;3;"-";"-";"-";0.33230095043264;0;0;6.20633538311818e-17;0;"-";"-"
"1";14;"V14";1;1;0;"-";"-";"-";0.426452886388555;0;0;3.10316769155909e-17;0.190476734694525;"-";"-"
"1";15;"V15";1;1;0;"-";"-";"-";0.426452886388555;0;0;3.10316769155909e-17;0.190476734694525;"-";"-"
"1";16;"V16";3;1;2;"-";"-";"-";0.50353978395246;0;1;0.25;0.285714149658115;"-";"-"
"1";17;"V17";1;1;0;"-";"-";"-";0.546305358612436;0;0;0.25;0.333332380952834;"-";"-"
"1";18;"V18";0;0;0;"-";"-";"-";0.33230095043264;0;0;1.55158384577955e-17;0;"-";"-"
"1";19;"V19";2;0;2;"-";"-";"-";0.33230095043264;0;1;3.10316769155909e-17;0;"-";"-"
"1";20;"V20";1;1;0;"-";"-";"-";0.473528854366512;0;0;0.25;0.190476734694525;"-";"-"
"2";1;"V1";36;18;18;"-";"-";"-";0.503329850969823;0.525588620794055;0.525588620794054;0.525588620794054;0.525588115208942;"-";"-"
"2";2;"V2";38;19;19;"-";"-";"-";0.382852457855918;0.349179420866578;0.349179420866578;0.349179420866578;0.349179313608963;"-";"-"
"2";3;"V3";38;19;19;"-";"-";"-";1;1;1;1;1;"-";"-"
"2";4;"V4";32;16;16;"-";"-";"-";0.461324716547615;0.486516415279214;0.486516415279214;0.486516415279214;0.486515850612172;"-";"-"
"2";5;"V5";38;19;19;"-";"-";"-";0.50089199339537;0.498479026128604;0.498479026128604;0.498479026128604;0.498478720447886;"-";"-"
"2";6;"V6";34;17;17;"-";"-";"-";0.333238887113402;0.319050630161287;0.319050630161287;0.319050630161287;0.319050317776588;"-";"-"
"2";7;"V7";38;19;19;"-";"-";"-";0.60331259892369;0.618300586036839;0.618300586036839;0.618300586036839;0.618300214748898;"-";"-"
"2";8;"V8";32;16;16;"-";"-";"-";0.371330138662314;0.373437212121802;0.373437212121802;0.373437212121802;0.373436787405216;"-";"-"
"2";9;"V9";38;19;19;"-";"-";"-";0.451276003655549;0.429330594615478;0.429330594615478;0.429330594615478;0.429330448709024;"-";"-"
"2";10;"V10";36;18;18;"-";"-";"-";0.458259700200203;0.476025621440511;0.476025621440511;0.476025621440511;0.476025096386428;"-";"-"
"2";11;"V11";38;19;19;"-";"-";"-";0.520125812429827;0.560598670674316;0.560598670674316;0.560598670674316;0.560598030496785;"-";"-"
"2";12;"V12";38;19;19;"-";"-";"-";0.714213407476285;0.770670683531156;0.770670683531156;0.770670683531156;0.770670058325472;"-";"-"
"2";13;"V13";38;19;19;"-";"-";"-";0.637703235116403;0.646447483958038;0.646447483958038;0.646447483958038;0.646447168653584;"-";"-"
"2";14;"V14";38;19;19;"-";"-";"-";0.548853981419859;0.582668068506531;0.582668068506531;0.582668068506531;0.58266750156571;"-";"-"
"2";15;"V15";38;19;19;"-";"-";"-";0.58629391626563;0.634834611925106;0.634834611925106;0.634834611925106;0.634833942716848;"-";"-"
"2";16;"V16";32;16;16;"-";"-";"-";0.300726997379051;0.271397088293916;0.271397088293916;0.271397088293916;0.271396902193659;"-";"-"
"2";17;"V17";38;19;19;"-";"-";"-";0.542751169838252;0.543041453630415;0.543041453630415;0.543041453630415;0.543041159130624;"-";"-"
"2";18;"V18";36;18;18;"-";"-";"-";0.288441114234053;0.258993319869275;0.258993319869275;0.258993319869275;0.258993095728539;"-";"-"
"2";19;"V19";34;17;17;"-";"-";"-";0.370956294952816;0.346022674486464;0.346022674486464;0.346022674486464;0.346022475245005;"-";"-"
"2";20;"V20";34;17;17;"-";"-";"-";0.290615618436873;0.252575205536908;0.252575205536907;0.252575205536907;0.252575082293371;"-";"-"
"Aggr";1;"V1";39;20;19;"-";"-";"-";0.523597257702268;0.541552640666519;0.524520702242475;0.542074921072539;0.541552195862624;"-";"-"
"Aggr";2;"V2";40;20;20;"-";"-";"-";0.385227148539157;0.355162860125552;0.348807936755275;0.356297716075051;0.35516273546327;"-";"-"
"Aggr";3;"V3";40;20;20;"-";"-";"-";1;1;1;1;1;"-";"-"
